Character ID,Character Name,Species,Episode Count,Avg Rating (Weighted),Total IMDB Votes,Series,Popularity Score
324,Annorax,Krenim,2,8.65,56,VOY,3.498
4617,Obrist,Krenim,2,8.65,56,VOY,3.498
2424,Homn,Unknown,5,6.68,187,TNG,3.497
1685,Enoch,Unknown,2,7.54,102,PIC,3.492
4007,Mark Johnson,Human,6,6.87,159,VOY,3.487
3994,Marie Kaplan,Human,3,8.04,75,VOY,3.484
5590,Shankar,Human,2,7.44,106,SNW,3.477
2494,Ikat'ika,Jem'Hadar,2,8.75,52,DS9,3.474
6415,V. Brown,Human,4,7.85,82,ENT,3.469
4693,Owen Paris,Human,6,7.36,109,VOY,3.459
3274,Kevin Riley,Human,2,7.39,106,TOS,3.452
6613,Wheeler,Human,2,7.87,79,"SNW, DS9",3.451
4110,Mavek,Tilonian,2,8.26,64,"TNG, DS9",3.449
3457,Kurt Bendera,Human,8,6.8,157,VOY,3.445
2791,Jaya,Tilonian,3,7.93,75,"ENT, TNG",3.433
5902,T'Pau,Vulcan,5,7.24,113,"TOS, ENT, VOY",3.431
3388,Korob,Ornithoid life form,1,8.6,53,TOS,3.431
1888,Freeman,Human,3,7.22,115,TOS,3.43
2771,Jarvis,Human,6,7.1,124,VOY,3.429
4306,Mister Hospitality,Unknown,2,7.43,99,PIC,3.423
704,Boothby,Human,3,7.72,83,"VOY, TNG",3.421
160,Albert Einstein,Human,2,7.95,73,TNG,3.42
4365,Moritz Benayoun,Human,2,7.3,107,PIC,3.418
2602,J. Hayes,Human,5,7.52,92,ENT,3.408
3030,José I. Mendez,Human,2,7.45,96,TOS,3.407
1108,Cortan Zweller,Human,1,8.8,47,TNG,3.407
4814,Penny Muroc,Unknown,1,8.8,47,TNG,3.407
4032,Marta Batanides,Human,1,8.8,47,TNG,3.407
1106,Corlina,Human,1,8.8,47,TNG,3.407
1069,Codex,Unknown,2,7.46,95,PIC,3.405
356,Arcana,Unknown,2,7.46,95,PIC,3.405
5433,Saga,Unknown,2,7.46,95,PIC,3.405
5850,Sutra,Unknown,2,7.46,95,PIC,3.405
5365,Rune,Unknown,2,7.46,95,PIC,3.405
750,Brax,Talaxian,2,7.85,75,"VOY, SNW",3.399
2822,Jennifer,Human,1,8.4,56,SNW,3.396
6218,Todd,Human,1,8.4,56,SNW,3.396
1822,Fig,Human,1,8.4,56,SNW,3.396
6831,Zuniga,Human,1,8.4,56,SNW,3.396
2857,Jil Orra,Cardassian,1,8.9,44,TNG,3.388
73,Aamin Marritza,Cardassian,1,9.0,42,DS9,3.385
3115,Kainon,Bajoran,1,9.0,42,DS9,3.385
3196,Kaval,Bajoran,1,9.0,42,DS9,3.385
1803,Felton,Human,5,6.61,165,TNG,3.38
836,C. Black,Human,4,7.73,78,ENT,3.376
6479,Vesco,Human,1,8.5,52,PIC,3.375
917,Carter,Human,2,7.42,93,"SNW, TOS",3.372
3644,Lewis Zimmerman,Human,3,7.86,72,"DS9, VOY",3.372
3139,Kang,Klingon,3,7.53,87,"DS9, TOS, VOY",3.371
2677,Jack R. Crusher,Human,3,7.11,113,TNG,3.368
1507,Drake,Human,2,7.9,70,"ENT, DIS",3.368
513,Ballard,Human,1,8.5,51,TNG,3.359
2262,Haftel,Human,1,8.5,51,TNG,3.359
2542,Isaac Newton,Human,2,8.13,61,"VOY, TNG",3.357
5707,Solok,Vulcan,2,7.95,67,"TNG, DS9",3.355
3648,Li Nalas,Bajoran,3,7.67,78,DS9,3.35
2766,Jaro Essa,Bajoran,3,7.67,78,DS9,3.35
5457,Sam Lavelle,Human,1,8.7,46,TNG,3.35
6037,Taurik,Vulcan,1,8.7,46,TNG,3.35
577,Ben,Human,1,8.7,46,TNG,3.35
3006,Joret Dal,Cardassian,1,8.7,46,TNG,3.35
2374,Herbert Rossoff,Human,1,8.9,42,DS9,3.347
5350,Roy Ritterhouse,Human,1,8.9,42,DS9,3.347
3197,Kay Eaton,Human,1,8.9,42,DS9,3.347
3272,Kevin Mulkahey,Human,1,8.9,42,DS9,3.347
2870,Jimmy,Human,1,8.9,42,DS9,3.347
163,Albert Macklin,Human,1,8.9,42,DS9,3.347
1281,Darlene Kursky,Human,1,8.9,42,DS9,3.347
1503,Douglas Pabst,Human,1,8.9,42,DS9,3.347
824,Burt Ryan,Human,1,8.9,42,DS9,3.347
927,Cassie,Human,1,8.9,42,DS9,3.347
6669,Willie Hawkins,Human,1,8.9,42,DS9,3.347
3049,Julius Eaton,Human,1,8.9,42,DS9,3.347
3304,Kimara Cretak,Romulan,3,7.91,68,DS9,3.347
2306,Harris,Human,4,7.85,70,ENT,3.347
2344,Helena Rozhenko,Human,2,7.59,81,TNG,3.344
3223,Kelby,Human,4,7.72,75,ENT,3.342
1976,Gareb,Aenar,3,8.33,54,ENT,3.339
6430,Valdore,Romulan,3,8.33,54,ENT,3.339
4545,Nijil,Romulan,3,8.33,54,ENT,3.339
3398,Koss,Vulcan,3,8.06,62,ENT,3.339
1143,Crosis,Borg,2,7.85,69,TNG,3.334
6147,Theodore Haskins,Human,1,7.6,79,TOS,3.33
4431,Nador,Cardassian,1,8.8,43,TNG,3.33
1642,Elizabeth Tucker,Human,3,8.03,61,ENT,3.316
5772,Stephen,Human,2,7.56,79,DIS,3.314
6119,Thaddeus Troi-Riker,Betazoid,1,8.3,53,PIC,3.311
3264,Kestra Troi-Riker,Betazoid,1,8.3,53,PIC,3.311
2668,Jack,Human,3,7.69,73,"ENT, DS9",3.309
5783,Steve Stevens,Human,6,7.43,85,LD,3.309
1978,Garin,Bre'el IV native,1,8.5,48,TNG,3.308
4957,Q2,Unknown,1,8.5,48,TNG,3.308
5125,Reese,Human,2,8.32,52,DS9,3.305
6411,V'Las,Vulcan,3,8.2,55,ENT,3.302
5335,Rose,Human,2,7.36,88,"DIS, TNG",3.302
3213,Keevan,Vorta,2,8.3,52,DS9,3.295
600,Benton,Human,1,7.7,71,TOS,3.293
578,Ben Childress,Human,1,7.7,71,TOS,3.293
1095,Connors,Human,1,7.7,71,TOS,3.293
1740,Eve McHuron,Human,1,7.7,71,TOS,3.293
2377,Herm Gossett,Human,1,7.7,71,TOS,3.293
3904,Magda Kovacs,Human,1,7.7,71,TOS,3.293
5379,Ruth Bonaventure,Human,1,7.7,71,TOS,3.293
5992,Tallera,Unknown,2,7.8,67,TNG,3.291
6466,Vekor,Unknown,2,7.8,67,TNG,3.291
2090,Giusti,Human,2,7.8,67,TNG,3.291
359,Arctus Baran,Unknown,2,7.8,67,TNG,3.291
4462,Narik,Boslic,2,7.8,67,TNG,3.291
2078,Ginger,Human,2,8.21,54,DS9,3.288
3541,Larg,Klingon,2,8.0,60,"VOY, TNG",3.287
2665,Jabara,Bajoran,4,7.09,102,DS9,3.287
4302,Miri,Unknown,1,8.2,54,TOS,3.286
3754,Louise,Unknown,1,8.2,54,TOS,3.286
2701,Jahn,Unknown,1,8.2,54,TOS,3.286
5333,Rooney,Human,2,8.22,53,"ENT, DS9",3.278
5910,T'Rul,Romulan,2,8.25,52,DS9,3.275
2127,Gotana-Retz,Kelemane's species,1,9.0,37,VOY,3.274
6104,Terrina,Kelemane's species,1,9.0,37,VOY,3.274
3225,Kelemane,Kelemane's species,1,9.0,37,VOY,3.274
2115,Gordon,Human,2,7.93,61,"DS9, TNG",3.271
3076,K'Vort,Klingon,1,8.2,53,DIS,3.271
3714,Lon Suder,Betazoid,3,7.7,68,VOY,3.262
6551,W. Willis,Human,3,8.13,54,ENT,3.259
6141,The Traveler,The Traveler's species,3,6.82,117,TNG,3.255
6127,Tharn,Halkan,1,8.5,45,TOS,3.254
1794,Farrell,Human,1,8.5,45,TOS,3.254
4021,Marlena Moreau,Human,1,8.5,45,TOS,3.254
4580,Norah Satie,Human,1,8.4,47,TNG,3.252
5430,Sabin Genestra,Betazoid,1,8.4,47,TNG,3.252
4497,Nellen Tore,Delbian,1,8.4,47,TNG,3.252
2561,J'Dan,Klingon,1,8.4,47,TNG,3.252
5655,Simon Tarses,Romulan,1,8.4,47,TNG,3.252
6165,Thomas Henry,Human,1,8.4,47,TNG,3.252
3748,Louis,Human,1,8.3,49,TNG,3.247
3995,Marie Picard,Human,1,8.3,49,TNG,3.247
5279,Robert Picard,Human,1,8.3,49,TNG,3.247
5567,Sergey Rozhenko,Human,1,8.3,49,TNG,3.247
5154,René Picard,Human,1,8.3,49,TNG,3.247
2144,Gral,Tellarite,3,7.8,63,"ENT, DS9",3.244
1687,Enrique Muniz,Human,3,7.58,71,DS9,3.244
810,Buckley,Unknown,1,8.2,51,SNW,3.24
1009,Chia,Human,1,8.2,51,SNW,3.24
4669,Oriana,Human,1,8.2,51,SNW,3.24
197,Alice Gavin,Unknown,1,8.2,51,SNW,3.24
1102,Corelki,Human,2,7.65,68,TNG,3.239
2489,Idrin,Hirogen,2,8.24,50,VOY,3.239
2245,H. Dunbar,Human,2,8.15,52,VOY,3.237
5058,Rain Robinson,Human,2,8.15,52,VOY,3.237
2367,Henry Starling,Human,2,8.15,52,VOY,3.237
546,Bartel,Human,1,8.5,44,TNG,3.236
4954,Q'Ral,Tellarite,1,8.0,56,SNW,3.234
530,Barjan T'Or,Vulcan,1,8.0,56,SNW,3.234
6462,Vasso L'Gaelia,R'ongovian,1,8.0,56,SNW,3.234
1418,Dever,Human,1,8.0,56,SNW,3.234
6808,Zier,Bolian,1,8.0,56,SNW,3.234
3072,K'Tyll,Vulcan,1,8.0,56,SNW,3.234
2919,John Bates,Human,1,8.4,46,TNG,3.234
4237,Michael Williams,Human,1,8.4,46,TNG,3.234
204,Alidar Jarok,Romulan,1,8.4,46,TNG,3.234
1629,Elias Sandoval,Human,1,8.3,48,TOS,3.23
3600,Leila Kalomi,Human,1,8.3,48,TOS,3.23
4725,Painter,Human,1,8.3,48,TOS,3.23
2832,Jeremy Lucas,Human,3,7.85,60,ENT,3.227
6676,"Winger Bingston, Jr.",Human,4,7.73,64,LD,3.226
1760,F. Hawkins,Human,5,6.87,108,"DIS, ENT",3.222
3158,Karl,Human,1,8.0,55,TOS,3.22
3637,Lethe,Human,1,8.0,55,TOS,3.22
5656,Simon Van Gelder,Human,1,8.0,55,TOS,3.22
2342,Helen Noel,Human,1,8.0,55,TOS,3.22
6350,Tristan Adams,Human,1,8.0,55,TOS,3.22
336,Anton Karidian,Unknown,1,8.1,52,TOS,3.216
2979,Jon Daily,Unknown,1,8.1,52,TOS,3.216
3548,Larry Matson,Human,1,8.1,52,TOS,3.216
4035,Martha Leighton,Human,1,8.1,52,TOS,3.216
3612,Lenore Karidian,Human,1,8.1,52,TOS,3.216
6166,Thomas Leighton,Human,1,8.1,52,TOS,3.216
3228,Kell,Cardassian,2,7.79,61,"DS9, TNG",3.213
2373,Herbert,Human,2,7.23,84,TNG,3.211
3125,Kalita,Human,2,7.9,57,"DS9, TNG",3.208
216,Alonzo Freeman,Human,5,7.43,74,LD,3.207
2384,Hernandez,Human,3,7.79,60,ENT,3.201
531,Barlow,Unknown,1,8.1,51,DIS,3.201
3368,Koloth,Klingon,3,7.39,75,"DS9, TAS, TOS",3.199
2004,Gaunt Gary,Human,3,7.43,73,VOY,3.197
4096,Matthew,Human,2,7.19,84,TNG,3.192
5141,Rejac,Klingon,1,7.2,83,DIS,3.19
4441,Nambue,Human,1,7.2,83,DIS,3.19
5216,Ricky,Human,2,8.02,52,VOY,3.182
4846,Petri,Troyian,1,8.4,43,TOS,3.179
6580,Watson,Human,1,8.4,43,TOS,3.179
3441,Kryton,Elasian,1,8.4,43,TOS,3.179
1739,Evans,Human,1,8.4,43,TOS,3.179
1616,Elaan,Elasian,1,8.4,43,TOS,3.179
3550,Lars Lundy,Human,3,8.21,47,LD,3.178
5132,Regina Barthalomew,Human,1,8.5,41,TNG,3.177
1519,Drex,Klingon,1,9.0,33,DS9,3.174
2455,Huraga,Klingon,1,9.0,33,DS9,3.174
3198,Kaybok,Klingon,1,9.0,33,DS9,3.174
3931,Malko,Trill,1,9.0,33,DS9,3.174
2850,Jet Manhaver,Human,4,7.71,60,LD,3.171
2666,Jabez Wilson,Human,1,8.1,49,TNG,3.169
3634,Lestrade,Human,1,8.1,49,TNG,3.169
5585,Shakaar Edon,Bajoran,3,7.48,68,DS9,3.165
5811,Strickler,Human,3,7.35,73,VOY,3.164
5450,Sally Whitley,Human,1,8.0,51,PIC,3.161
4121,Maxwell Nagata,Human,1,8.0,51,PIC,3.161
762,Bri'onn Raul,Orion,1,8.0,51,PIC,3.161
5472,Sanders,Human,2,7.74,58,"DS9, TNG",3.157
1079,Collins,Human,2,7.8,56,"ENT, TNG",3.154
994,Chekote,Human,2,7.66,60,"TNG, DS9",3.148
1271,Danny Webb,Human,2,7.85,54,DS9,3.146
6495,Vin,Human,2,7.85,54,DS9,3.146
629,Biddle Coleridge,Human,2,7.85,54,DS9,3.146
610,Bernardo Calvera,Human,2,7.85,54,DS9,3.146
4234,Michael Webb,Human,2,7.85,54,DS9,3.146
1028,Christopher Brynner,Human,2,7.85,54,DS9,3.146
6174,Thomas Riker,Human,2,7.68,58,"DS9, TNG",3.131
4069,Mary Warren,Human,1,8.0,49,TNG,3.13
543,Barron,Human,1,8.0,49,TNG,3.13
4634,Oji,Mintakan,1,8.0,49,TNG,3.13
1809,Fento,Mintakan,1,8.0,49,TNG,3.13
3662,Liko,Mintakan,1,8.0,49,TNG,3.13
4593,Nuria,Mintakan,1,8.0,49,TNG,3.13
2272,Hali,Mintakan,1,8.0,49,TNG,3.13
4727,Paki,Mintakan,1,8.0,49,TNG,3.13
6720,Yari,Mintakan,1,8.0,49,TNG,3.13
5803,Stonn,Vulcan,2,6.87,94,"TOS, SNW",3.128
474,B. Cotton,Human,3,7.77,55,ENT,3.126
2213,Grilka,Klingon,2,7.87,52,DS9,3.124
6363,Tumek,Klingon,2,7.87,52,DS9,3.124
4347,Moody,Human,2,6.9,91,TOS,3.122
1854,Francine,Human,1,8.0,48,TNG,3.113
1597,Edouard,Human,1,8.0,48,TNG,3.113
1359,Dean,Human,1,8.0,48,TNG,3.113
2817,Jenice Manheim,Human,1,8.0,48,TNG,3.113
4784,Paul Manheim,Human,1,8.0,48,TNG,3.113
1949,Gabrielle,Human,1,8.0,48,TNG,3.113
3527,Lance,Human,1,7.7,56,SNW,3.113
4932,Probasco,Human,1,7.7,56,SNW,3.113
373,Arik Soong,Human,3,7.73,55,ENT,3.113
3929,Malik,Human,3,7.73,55,ENT,3.113
4826,Persis,Human,3,7.73,55,ENT,3.113
5518,Saul,Human,3,7.73,55,ENT,3.113
2059,Gi'ral,Klingon,2,7.4,66,TNG,3.111
6365,Turla,Klingon,2,7.4,66,TNG,3.111
504,Ba'ktor,Klingon,2,7.4,66,TNG,3.111
5560,Sentith,Romulan,2,7.4,66,TNG,3.111
3477,L'Kor,Klingon,2,7.4,66,TNG,3.111
2698,Jaglom Shrek,Yridian,2,7.4,66,TNG,3.111
503,Ba'el,Klingon,2,7.4,66,TNG,3.111
4804,Pel,Romulan,2,7.06,81,"DS9, PIC",3.111
1840,Flotter,Unknown,2,7.31,69,"VOY, PIC",3.107
2972,Johnny,Human,1,8.2,43,TNG,3.103
3700,Locklin,Human,1,8.2,43,TNG,3.103
2901,Joe Falling Hawk,Human,1,8.3,41,TNG,3.102
1883,Frederick La Rouque,Human,1,8.3,41,TNG,3.102
3530,Lane,Human,1,8.3,41,TNG,3.102
1580,Ed Appel,Human,1,8.1,45,TOS,3.101
2085,Giotto,Human,1,8.1,45,TOS,3.101
5287,Roberts,Human,1,8.1,45,TOS,3.101
5525,Schmitter,Human,1,8.1,45,TOS,3.101
6446,Vanderberg,Human,1,8.1,45,TOS,3.101
4379,Mother Horta,Horta,1,8.1,45,TOS,3.101
4150,Mea 3,Eminian,1,8.0,47,TOS,3.097
263,Anan 7,Eminian,1,8.0,47,TOS,3.097
5261,Robert Fox,Human,1,8.0,47,TOS,3.097
5490,Sar 6,Eminian,1,8.0,47,TOS,3.097
6008,Tamura,Human,1,8.0,47,TOS,3.097
5742,Spoeneman,Unknown,1,7.8,52,DIS,3.097
3825,M. Forbes,Human,2,8.5,37,ENT,3.092
6087,Tenavik,Klingon,2,7.04,79,DIS,3.086
2060,Gia,Barkonian,2,7.6,57,"DS9, TNG",3.085
3112,Kahlest,Klingon,1,8.2,42,TNG,3.084
6105,Terry,Human,1,8.4,38,TNG,3.077
3978,Margaret Blackwell,Human,1,8.4,38,TNG,3.077
3447,Kulge,Klingon,1,8.4,38,TNG,3.077
1030,Christopher Hobson,Human,1,8.4,38,TNG,3.077
3218,Keith Craig,Human,1,8.4,38,TNG,3.077
1710,Erik Pressman,Human,1,8.4,38,TNG,3.077
5672,Sirol,Romulan,1,8.4,38,TNG,3.077
5593,Shanthi,Human,1,8.4,38,TNG,3.077
4605,O'Herlihy,Human,1,7.9,48,TOS,3.075
2298,Harold,Human,1,7.9,48,TOS,3.075
6323,Travers,Unknown,1,7.9,48,TOS,3.075
2728,James Morrow,Human,3,7.45,61,VOY,3.073
886,Caretaker,Nacene,2,7.27,67,VOY,3.07
4026,Marquez,Human,2,7.27,67,TNG,3.067
3038,Juarez baby,Human,1,8.1,43,TNG,3.065
6413,V'Sal,Bolian,1,8.1,43,TNG,3.065
191,Alfredo Juarez,Human,1,8.1,43,TNG,3.065
4175,Mendak,Romulan,1,8.1,43,TNG,3.065
5554,Selok,Romulan,1,8.1,43,TNG,3.065
3037,Juarez,Human,1,8.1,43,TNG,3.065
1284,Daro,Cardassian,1,8.2,41,TNG,3.065
3886,Macet,Cardassian,1,8.2,41,TNG,3.065
6071,Telle,Cardassian,1,8.2,41,TNG,3.065
590,Benjamin Maxwell,Human,1,8.2,41,TNG,3.065
4647,Omag,Ferengi,1,8.3,39,TNG,3.062
4741,Parem,Romulan,1,8.3,39,TNG,3.062
793,Brossmer,Human,1,8.3,39,TNG,3.062
1170,D'Tan,Romulan,1,8.3,39,TNG,3.062
243,Amarie,Unknown,1,8.3,39,TNG,3.062
6452,Varel,Romulan,1,8.3,39,TNG,3.062
4133,McDowell,Human,1,8.3,39,TNG,3.062
4303,Mirok,Romulan,1,8.3,39,TNG,3.062
5818,Sturgeon,Human,1,7.6,55,TOS,3.059
1283,Darnell,Human,1,7.6,55,TOS,3.059
537,Barnhart,Human,1,7.6,55,TOS,3.059
5257,Robert Crater,Human,1,7.6,55,TOS,3.059
2161,Green,Human,1,7.6,55,TOS,3.059
4446,Nancy Crater,Unknown,1,7.6,55,TOS,3.059
3426,Krim,Bajoran,2,7.7,52,DS9,3.057
877,Calvin Hudson,Human,2,7.8,49,DS9,3.051
3350,Kobb,Human,2,7.8,49,DS9,3.051
5442,Sakonna,Vulcan,2,7.8,49,DS9,3.051
254,Amesha,Human,1,7.8,49,DIS,3.051
2684,Jacob,Human,1,7.8,49,DIS,3.051
4552,Niles,Human,2,7.8,49,DS9,3.051
245,Amaros,Human,2,7.8,49,DS9,3.051
5441,Sakkath,Vulcan,1,8.1,42,TNG,3.047
3284,Ki Mendrossen,Human,1,8.1,42,TNG,3.047
6794,Zegov,Klingon,1,8.0,44,TNG,3.045
6465,Vekma,Klingon,1,8.0,44,TNG,3.045
4177,Mendon,Benzite,1,8.0,44,TNG,3.045
3340,Klag,Klingon,1,8.0,44,TNG,3.045
3156,Kargan,Klingon,1,8.0,44,TNG,3.045
4602,O'Donnell,Human,2,8.0,44,VOY,3.045
218,Alora,Majalan,1,7.7,51,SNW,3.042
1968,Gamal,Majalan,1,7.7,51,SNW,3.042
3326,Kirayoshi O'Brien,Human,2,7.66,52,DS9,3.042
4831,Pete Harkins,Human,2,7.94,45,VOY,3.038
209,Allenby,Human,3,6.55,102,TNG,3.036
3105,Kabath,Romulan,1,7.3,63,PIC,3.036
4482,Naáshala Kunamadéstifee,Trill,1,7.3,63,PIC,3.036
4875,Pincus,Human,1,7.3,63,PIC,3.036
1772,F5,Unknown,1,7.3,63,PIC,3.036
5173,Rhomsew,Unknown,1,7.3,63,PIC,3.036
1774,F8,Unknown,1,7.3,63,PIC,3.036
1773,F7,Unknown,1,7.3,63,PIC,3.036
1667,Emily Bosch,Human,1,7.8,48,PIC,3.036
4427,Naarg,Tellarite,2,8.4,36,ENT,3.033
6590,Wendy,Human,2,8.6,33,LD,3.033
2094,Glidia,Unknown,2,7.75,49,DS9,3.032
2440,Hovath,Bajoran,2,7.53,55,DS9,3.031
4554,Nilrem,Malcorian,1,8.1,41,TNG,3.028
3531,Lanel,Malcorian,1,8.1,41,TNG,3.028
6039,Tava,Malcorian,1,8.1,41,TNG,3.028
3437,Krola,Malcorian,1,8.1,41,TNG,3.028
604,Berel,Malcorian,1,8.1,41,TNG,3.028
4300,Mirasta Yale,Malcorian,1,8.1,41,TNG,3.028
449,Avel Durken,Malcorian,1,8.1,41,TNG,3.028
3594,Lee Kelso,Human,1,7.2,66,TOS,3.027
167,Alden,Human,1,7.2,66,TOS,3.027
5692,Smith,Human,1,7.2,66,TOS,3.027
1637,Elizabeth Dehner,Unknown,1,7.2,66,TOS,3.027
1994,Gary Mitchell,Unknown,1,7.2,66,TOS,3.027
4013,Mark Piper,Human,1,7.2,66,TOS,3.027
3763,Lovok,Changeling,1,8.9,29,DS9,3.027
6222,Toddman,Human,1,8.9,29,DS9,3.027
1613,Ekoor,Cardassian,1,8.9,29,DS9,3.027
3376,Koral,Klingon,2,7.55,54,"TNG, DS9",3.026
734,Brackett,Human,1,8.2,39,TNG,3.025
469,B'iJik,Klingon,1,8.2,39,TNG,3.025
3344,Klim Dokachin,Zakdorn,1,8.2,39,TNG,3.025
4,335,Unknown,1,7.9,45,PIC,3.025
6811,Zilah,Human,1,7.9,45,PIC,3.025
5744,Spot 73,Unknown,1,7.9,45,PIC,3.025
6829,Zorn,Bandi,1,6.9,79,TNG,3.024
6287,Torres,Human,1,6.9,79,TNG,3.024
5557,Senna Tal,Trill,2,6.76,86,DIS,3.02
3681,Lisa,Human,2,7.37,59,"DS9, TOS",3.019
1413,Dern,Human,2,7.15,67,TNG,3.016
6153,Tholos,Andorian,2,7.86,45,ENT,3.009
5480,Sandríne,Human,2,7.61,51,VOY,3.008
5630,Shipley,Human,2,6.98,73,TNG,3.004
5503,Sarin,Suliban,1,7.6,51,ENT,3.003
3337,Klaang,Klingon,1,7.6,51,ENT,3.003
4349,Moore,Human,1,7.6,51,ENT,3.003
6293,Tos,Vulcan,1,7.6,51,ENT,3.003
897,Carlos,Human,1,7.6,51,ENT,3.003
1263,Daniel Leonard,Human,1,7.6,51,ENT,3.003
2360,Henry Archer,Human,1,7.6,51,ENT,3.003
634,Biggs,Human,2,8.02,41,ENT,2.999
6535,Vrax,Romulan,2,8.3,36,ENT,2.997
2760,Jaresh-Inyo,Grazerite,2,7.74,47,DS9,2.996
3647,Leyton,Human,2,7.74,47,DS9,2.996
598,Benteen,Human,2,7.74,47,DS9,2.996
1943,Gabi,Human,2,6.74,84,PIC,2.995
5385,Ryn,Andorian,3,6.37,108,DIS,2.989
2888,Joaquin,Human,1,7.8,45,TOS,2.986
4691,Otto,Human,1,7.8,45,TOS,2.986
3282,Khan Noonien Singh,Human,1,7.8,45,TOS,2.986
3185,Kati,Human,1,7.8,45,TOS,2.986
5739,Spinelli,Human,1,7.8,45,TOS,2.986
4020,Marla McGivers,Human,1,7.8,45,TOS,2.986
3465,Kuvak,Vulcan,2,8.21,37,ENT,2.985
4458,Nar,Overlooker,1,8.6,31,VOY,2.981
6803,Zet,Overlooker,1,8.6,31,VOY,2.981
3745,Loth,Unknown,1,8.6,31,VOY,2.981
1956,Gaila,Orion,2,7.7,47,DS9,2.98
969,Charles Evans,Human,1,7.5,52,TOS,2.978
6246,Tom Nellis,Human,1,7.5,52,TOS,2.978
5069,Ramart,Human,1,7.5,52,TOS,2.978
6206,Tina Lawton,Human,1,7.5,52,TOS,2.978
1373,Deela,Scalosian,2,7.21,61,"DS9, TOS",2.977
5880,Syrus,Tilonian,1,8.1,38,TNG,2.967
6784,Zarabeth,Sarpeidon native,1,8.1,38,TOS,2.967
5829,Suna,Tilonian,1,8.1,38,TNG,2.967
428,Atoz,Sarpeidon native,1,8.1,38,TOS,2.967
5231,Rishon Uxbridge,Human,1,7.7,46,TNG,2.965
217,Alonzo Vandermeer,Human,1,7.7,46,PIC,2.965
2480,Ian,Unknown,1,7.7,46,PIC,2.965
3276,Kevin Uxbridge,Unknown,1,7.7,46,TNG,2.965
3199,Kayron,Ferengi,1,7.5,51,TNG,2.963
6029,Tarr,Ferengi,1,7.5,51,TNG,2.963
4894,Pola,Vulcan,1,7.5,51,TNG,2.963
4355,Mordoc,Ferengi,1,7.5,51,TNG,2.963
4902,Portal 63,Unknown,1,7.5,51,TNG,2.963
3636,Letek,Ferengi,1,7.5,51,TNG,2.963
3233,Kellin,Ramuran,2,7.57,49,"DS9, VOY",2.962
5894,T'Les,Vulcan,2,7.83,43,ENT,2.961
5072,Ramirez,Human,2,7.87,42,"ENT, DS9",2.961
1670,Emmanuel,Human,1,8.7,29,VOY,2.959
6058,Tedran,Kyrian,1,8.7,29,VOY,2.959
6114,Tessa Omond,Human,1,8.7,29,VOY,2.959
1662,Emergency Medical Android,Unknown,1,8.7,29,VOY,2.959
4521,Nevala,Romulan,1,8.7,29,VOY,2.959
5142,Rekar,Romulan,1,8.7,29,VOY,2.959
213,Almak,Unknown,1,8.7,29,VOY,2.959
1241,Daleth,Vaskan,1,8.7,29,VOY,2.959
5967,Tabris,Kyrian,1,8.7,29,VOY,2.959
4963,Quarren,Kyrian,1,8.7,29,VOY,2.959
2974,Johnson,Human,2,6.76,78,"TOS, PIC",2.953
2179,Grek,Tellarite,1,7.4,53,DIS,2.952
1738,Evan Connolly,Human,1,7.4,53,DIS,2.952
1240,Dalen Quaice,Human,1,7.8,43,TNG,2.952
1690,Enwright,Unknown,1,8.0,39,TOS,2.951
2302,Harper,Human,1,8.0,39,TOS,2.951
5193,Richard Daystrom,Human,1,8.0,39,TOS,2.951
3813,M-5 multitronic unit,Unknown,1,8.0,39,TOS,2.951
3422,Krell,Klingon,2,7.27,56,"TOS, ENT",2.941
6412,V'Latak,Vulcan,1,7.3,55,DIS,2.939
495,B. Scott,Human,2,7.91,40,ENT,2.937
730,Boylan,Human,2,7.7,44,VOY,2.931
3744,Loskene,Tholian,1,8.0,38,TOS,2.931
1961,Galen,Human,1,8.0,38,TNG,2.931
4590,Nu'Daq,Klingon,1,8.0,38,TNG,2.931
4607,O'Neil,Human,1,8.0,38,TOS,2.931
4621,Ocett,Cardassian,1,8.0,38,TNG,2.931
5864,Swinn,Human,2,7.48,49,VOY,2.924
6065,Tekeny Ghemor,Cardassian,2,7.54,47,DS9,2.92
1908,Furel,Bajoran,3,6.96,65,DS9,2.918
2818,Jenkins,Human,2,7.76,42,VOY,2.918
796,Brower,Human,1,7.9,39,TNG,2.914
267,Anaya,Human,1,7.9,39,TNG,2.914
5583,Shahna,Unknown,1,7.7,43,TOS,2.914
4939,Provider 1,Provider,1,7.7,43,TOS,2.914
4941,Provider 3,Provider,1,7.7,43,TOS,2.914
1967,Galt,Unknown,1,7.7,43,TOS,2.914
3549,Lars,Unknown,1,7.7,43,TOS,2.914
2736,Jana Haines,Human,1,7.7,43,TOS,2.914
4940,Provider 2,Provider,1,7.7,43,TOS,2.914
3347,Kloog,Unknown,1,7.7,43,TOS,2.914
6007,Tamoon,Unknown,1,7.7,43,TOS,2.914
2557,Ithor,Orion,1,7.3,53,DIS,2.912
2558,Ithyk,Andorian,1,7.3,53,DIS,2.912
1119,Cosmo Traitt,Betelgeusian,1,7.3,53,DIS,2.912
6494,Villus Thed,Unknown,2,7.4,50,DS9,2.908
698,Bok,Ferengi,2,6.75,73,TNG,2.904
1096,Constance Goodheart,Human,2,7.5,47,VOY,2.902
