character_name,species,num_episodes,nn_avg_rating,total_votes,series,popularity_score
James'T,Enderprizian,1,7.21,385,PRO,0.3
Jaresh-Inyo,Grazerite,2,7.14,47,DS9,0.3
Briel,Unknown,1,6.45,846,TAS,0.3
Tolpra,Barzan,2,6.31,76,DIS,0.3
Kol-Tai,Dramen,1,6.54,792,TAS,0.3
Ramirez,Human,2,7.3,42,"ENT, DS9",0.3
Boons,Enderprizian,1,7.21,385,PRO,0.3
Randi Bryce,Human,1,6.48,811,TAS,0.3
Morris,Human,2,6.27,79,PIC,0.3
Sool'U,Enderprizian,1,7.21,385,PRO,0.3
Kellin,Ramuran,2,7.02,49,"DS9, VOY",0.3
Attis,Barzan,2,6.31,76,DIS,0.3
Boylan,Human,2,7.16,44,VOY,0.3
Tareckx,Unknown,1,5.48,3000,DIS,0.3
Bok,Ferengi,2,6.42,73,TNG,0.3
Constance Goodheart,Human,2,7.01,47,VOY,0.3
Theela,Theela's species,1,6.31,1000,TAS,0.3
Tekeny Ghemor,Cardassian,2,6.98,47,DS9,0.3
Amma,Barzan,2,6.31,76,DIS,0.3
B. Scott,Human,2,7.25,40,ENT,0.3
Swinn,Human,2,7.03,49,VOY,0.3
Leyton,Human,2,7.14,47,DS9,0.3
Cortez,Unknown,1,5.48,3000,DIS,0.3
Gaila,Orion,2,7.1,47,DS9,0.3
Biggs,Human,2,7.31,41,ENT,0.3
Davison,Unknown,1,6.31,1000,TAS,0.3
Korax,Klingon,2,6.71,48,"TAS, TOS",0.29
Jago,Unknown,1,7.12,359,PRO,0.29
Clayton,Human,1,6.24,826,TAS,0.29
R. Chandler,Human,2,6.23,73,PIC,0.29
Queen of Hearts,Human,1,6.12,865,TAS,0.29
Walking Bear,Human,1,6.25,779,TAS,0.29
Gelnon,Vorta,2,6.92,45,DS9,0.29
Lara,Human,1,6.14,819,TAS,0.29
Kukulkan,Kukulkan's species,1,6.25,779,TAS,0.29
Graham,Human,2,6.27,70,TNG,0.29
Kolos,Klingon,2,6.76,48,"ENT, DS9",0.29
Toran,Bajoran,2,6.6,50,DS9,0.29
Argyle,Human,2,5.94,84,TNG,0.29
Tolor,Orion,2,6.1,75,DIS,0.29
Armus,Vagran,2,6.59,51,"TNG, LD",0.29
Cyrano Jones,Human,2,6.71,48,"TAS, TOS",0.29
Gannet,Human,2,7.31,35,ENT,0.29
Lauren,Human,2,6.74,46,DS9,0.29
Lemus,Aquan,1,6.24,826,TAS,0.29
Rivers,Human,2,7.26,36,ENT,0.29
Lorrum,Kazon,2,7.0,45,VOY,0.29
Lora,Unknown,1,6.18,871,TAS,0.29
Danara Pel,Vidiian,2,6.92,44,VOY,0.29
Daniel Greaves,Human,2,7.31,35,ENT,0.29
Sord,Unknown,1,6.14,819,TAS,0.29
M. Mather,Human,2,6.23,73,PIC,0.29
Patrick,Human,2,6.74,46,DS9,0.29
Cheeron,Aquan,1,6.24,826,TAS,0.29
Rila,Aquan,1,6.24,826,TAS,0.29
Tchar,Skorr,1,6.14,819,TAS,0.29
Karr,Hirogen,2,7.05,44,VOY,0.29
Pete Durst,Human,2,6.81,47,VOY,0.29
Phillip Green,Human,2,6.75,51,"ENT, TOS",0.29
Leck,Ferengi,2,6.93,47,DS9,0.29
Turanj,Hirogen,2,7.05,44,VOY,0.29
Dayton,Human,2,7.41,35,LD,0.29
Badgey,Unknown,2,7.34,35,LD,0.29
Elizabeth,Unknown,2,7.31,35,ENT,0.29
"Duras, son of Toral",Klingon,2,7.31,38,ENT,0.29
Josiah,Human,2,7.31,35,ENT,0.29
Sarina Douglas,Human,2,6.74,46,DS9,0.29
Stavos Keniclius 5,Human,1,6.08,918,TAS,0.29
Spock Two,Unknown,1,6.08,918,TAS,0.29
Cadmar,Aquan,1,6.24,826,TAS,0.29
O'Shea,Human,1,6.33,805,TAS,0.29
Em/3/Green,Em/3/Green's species,1,6.14,819,TAS,0.29
Mora Pol,Bajoran,2,6.84,46,DS9,0.29
Musa,Human,2,6.23,73,PIC,0.29
John Frederick Paxton,Human,2,7.31,35,ENT,0.29
Domar,Aquan,1,6.24,826,TAS,0.29
Agmar,Phylosian,1,6.08,918,TAS,0.29
Nephro,Aquan,1,6.24,826,TAS,0.29
Nathan Samuels,Human,2,7.31,35,ENT,0.29
A. Finch,Human,2,6.23,73,PIC,0.29
A. Jacobson,Human,2,6.48,52,ENT,0.28
Marab,Klingon,2,7.19,35,ENT,0.28
Lucien,Megan,1,5.93,928,TAS,0.28
J. McKenzie,Human,2,6.28,53,"DIS, ENT",0.28
Antaak,Klingon,2,7.19,35,ENT,0.28
Meribor,Kataan native,1,8.85,91,TNG,0.28
Maximillion,Unknown,1,6.94,352,PRO,0.28
Martin Wells,Human,2,5.8,75,PIC,0.28
Lokesh,Human,2,7.13,36,ENT,0.28
Loran,Kazon,2,6.69,42,VOY,0.28
Lord Burleigh,Human,2,6.62,45,VOY,0.28
Mendez,Human,2,6.35,52,"TNG, VOY",0.28
Eline,Kataan native,1,8.85,91,TNG,0.28
Vassery,Human,2,7.1,34,LD,0.28
Surat,Kazon,2,6.69,42,VOY,0.28
T. Palmer,Human,2,6.72,42,ENT,0.28
Templeton,Human,2,6.62,45,VOY,0.28
T'Lyn,Vulcan,2,7.84,26,LD,0.28
Fuller,Human,2,6.28,53,"DIS, ENT",0.28
Orgoth,Osaarian,2,6.28,53,"DIS, ENT",0.28
Walter Baxter,Human,2,6.49,47,VOY,0.28
Raakin,Human,2,7.07,37,ENT,0.28
Ari bn Bem,Pandronian,1,6.08,808,TAS,0.28
Peanut Hamper,Unknown,2,7.24,32,LD,0.28
Kamie,Kataan native,1,8.85,91,TNG,0.28
Boxy,Unknown,1,6.94,352,PRO,0.28
K'Vagh,Klingon,2,7.19,35,ENT,0.28
Young,Tellarite,2,7.01,35,"VOY, LD",0.28
Riley Aldrin Shepard,Human,2,6.63,45,DS9,0.28
Arridor,Ferengi,2,6.26,59,"VOY, TNG",0.28
Asmodeus,Megan,1,5.93,928,TAS,0.28
Adreek-Hu,Aurelian,1,6.94,352,PRO,0.28
Batai,Kataan native,1,8.85,91,TNG,0.28
Valek,Kazon,2,6.69,42,VOY,0.28
Lupaza,Bajoran,2,6.53,44,DS9,0.27
Martin,Human,2,6.19,53,"TNG, VOY",0.27
Wong,Human,2,7.31,29,LD,0.27
Vendome,Bolian,2,7.31,29,LD,0.27
Farek,Ferengi,2,5.9,65,"TNG, ENT",0.27
Alicia Travers,Human,2,6.83,38,ENT,0.27
Gaines,Human,1,8.38,97,TNG,0.27
Lee'U,Alshain,2,5.89,68,DIS,0.27
Durango,Human,2,7.32,28,LD,0.27
Nibor,Ferengi,2,5.9,65,"TNG, ENT",0.27
Janeway,Human,2,6.17,53,"VOY, TNG",0.27
Jessel,Human,1,8.38,97,TNG,0.27
Nell Chilton,Human,1,8.38,97,TNG,0.27
Amina Ramsey,Human,2,7.36,27,LD,0.27
Kira Taban,Bajoran,2,6.57,42,DS9,0.27
Carmine,Human,2,6.83,38,ENT,0.27
Castro,Human,2,7.43,26,LD,0.27
Kolopak,Human,2,6.56,44,VOY,0.27
Tabor,Bajoran,2,6.57,40,VOY,0.27
Nori,Human,2,6.55,43,"DS9, VOY",0.27
Vosk,Na'kuhl,2,6.83,38,ENT,0.27
Reittan Grax,Betazoid,2,5.9,65,"TNG, ENT",0.27
Cunningham,Human,2,6.78,37,ENT,0.27
George Primmin,Human,2,5.97,55,DS9,0.26
Anton Chekov,Human,1,8.76,76,PIC,0.26
Edith Keeler,Human,1,8.58,73,TOS,0.26
Rettik,Kazon,2,6.08,47,VOY,0.26
Sta'Kiar,Vulcan,2,5.73,59,DIS,0.26
AGIMUS,Unknown,2,6.85,25,LD,0.25
Richard Castillo,Human,1,8.64,67,TNG,0.25
Rachel Garrett,Human,1,8.64,67,TNG,0.25
Gerron,Bajoran,2,7.25,21,VOY,0.25
William Boimler,Human,2,7.17,24,LD,0.25
Phillipa Louvois,Human,1,8.4,69,TNG,0.25
Fredericks,Human,1,8.64,67,TNG,0.25
Beatrice Burleigh,Human,2,7.29,23,VOY,0.25
Chell,Bolian,2,7.25,21,VOY,0.25
Henry Burleigh,Human,2,7.29,23,VOY,0.25
Benbassat,Unknown,1,8.61,69,PIC,0.25
Maier,Human,2,7.38,22,LD,0.25
Grathon Tolar,Unknown,1,8.84,48,DS9,0.24
Vreenak,Romulan,1,8.84,48,DS9,0.24
Cartaino,Human,1,8.57,59,TNG,0.24
Jame Finney,Human,1,8.12,63,TOS,0.23
Dathon,The Children of Tama,1,8.03,57,TNG,0.23
Watley,Human,1,8.77,46,DS9,0.23
Teller,Human,1,8.12,63,TOS,0.23
Richter,Human,1,7.41,82,PIC,0.23
Corrigan,Human,1,8.12,63,TOS,0.23
Krinn,Vulcan,1,8.17,53,PIC,0.23
Lucsly,Human,1,8.77,46,DS9,0.23
Carolyn Palamas,Human,1,8.3,57,TOS,0.23
Benjamin Finney,Human,1,8.12,63,TOS,0.23
Areel Shaw,Human,1,8.12,63,TOS,0.23
Apollo,Human,1,8.3,57,TOS,0.23
Morgan Bateson,Human,1,8.19,53,TNG,0.23
Index,Human,1,7.41,82,PIC,0.23
Samuel T. Cogley,Human,1,8.12,63,TOS,0.23
Dulmur,Human,1,8.77,46,DS9,0.23
Mike,Human,1,8.12,63,TOS,0.23
Korob,Ornithoid life form,1,7.9,53,TOS,0.22
Gav,Tellarite,1,8.02,55,TOS,0.22
Cortan Zweller,Human,1,8.07,47,TNG,0.22
Jennifer,Human,1,7.76,56,SNW,0.22
Corlina,Human,1,8.07,47,TNG,0.22
Thelev,Unknown,1,8.02,55,TOS,0.22
Zuniga,Human,1,7.76,56,SNW,0.22
Aamin Marritza,Cardassian,1,8.26,42,DS9,0.22
Hadad,Human,1,7.43,75,SNW,0.22
Josephs,Human,1,8.02,55,TOS,0.22
Montgomery,Human,1,8.02,55,TOS,0.22
Fig,Human,1,7.76,56,SNW,0.22
Key,Human,1,7.43,75,SNW,0.22
Kaval,Bajoran,1,8.26,42,DS9,0.22
Shras,Andorian,1,8.02,55,TOS,0.22
Penny Muroc,Unknown,1,8.07,47,TNG,0.22
Kainon,Bajoran,1,8.26,42,DS9,0.22
Marta Batanides,Human,1,8.07,47,TNG,0.22
Todd,Human,1,7.76,56,SNW,0.22
Barjan T'Or,Vulcan,1,7.4,56,SNW,0.21
Jahn,Unknown,1,7.47,54,TOS,0.21
John Bates,Human,1,7.69,46,TNG,0.21
Jimmy,Human,1,8.08,42,DS9,0.21
Eve McHuron,Human,1,7.13,71,TOS,0.21
Norah Satie,Human,1,7.72,47,TNG,0.21
Taurik,Vulcan,1,8.01,46,TNG,0.21
Robert Picard,Human,1,7.65,49,TNG,0.21
Jil Orra,Cardassian,1,8.11,44,TNG,0.21
Garin,Bre'el IV native,1,7.87,48,TNG,0.21
René Picard,Human,1,7.65,49,TNG,0.21
Gotana-Retz,Kelemane's species,1,8.33,37,VOY,0.21
Rejac,Klingon,1,6.73,83,DIS,0.21
Q'Ral,Tellarite,1,7.4,56,SNW,0.21
Connors,Human,1,7.13,71,TOS,0.21
Q2,Unknown,1,7.87,48,TNG,0.21
Thomas Henry,Human,1,7.72,47,TNG,0.21
Tharn,Halkan,1,7.76,45,TOS,0.21
Theodore Haskins,Human,1,7.03,79,TOS,0.21
Ballard,Human,1,7.83,51,TNG,0.21
Herbert Rossoff,Human,1,8.08,42,DS9,0.21
Painter,Human,1,7.64,48,TOS,0.21
Alidar Jarok,Romulan,1,7.69,46,TNG,0.21
Darlene Kursky,Human,1,8.08,42,DS9,0.21
Herm Gossett,Human,1,7.13,71,TOS,0.21
Willie Hawkins,Human,1,8.08,42,DS9,0.21
Nador,Cardassian,1,8.1,43,TNG,0.21
Sam Lavelle,Human,1,8.01,46,TNG,0.21
Vasso L'Gaelia,R'ongovian,1,7.4,56,SNW,0.21
Kestra Troi-Riker,Betazoid,1,7.58,53,PIC,0.21
Kevin Mulkahey,Human,1,8.08,42,DS9,0.21
Leila Kalomi,Human,1,7.64,48,TOS,0.21
Dever,Human,1,7.4,56,SNW,0.21
Roy Ritterhouse,Human,1,8.08,42,DS9,0.21
Nellen Tore,Delbian,1,7.72,47,TNG,0.21
Nambue,Human,1,6.73,83,DIS,0.21
Cassie,Human,1,8.08,42,DS9,0.21
Ben Childress,Human,1,7.13,71,TOS,0.21
Ben,Human,1,8.01,46,TNG,0.21
Julius Eaton,Human,1,8.08,42,DS9,0.21
Simon Tarses,Romulan,1,7.72,47,TNG,0.21
Vesco,Human,1,7.78,52,PIC,0.21
Kelemane,Kelemane's species,1,8.33,37,VOY,0.21
Haftel,Human,1,7.83,51,TNG,0.21
Douglas Pabst,Human,1,8.08,42,DS9,0.21
Bartel,Human,1,7.82,44,TNG,0.21
Joret Dal,Cardassian,1,8.01,46,TNG,0.21
Terrina,Kelemane's species,1,8.33,37,VOY,0.21
Thaddeus Troi-Riker,Betazoid,1,7.58,53,PIC,0.21
Sabin Genestra,Betazoid,1,7.72,47,TNG,0.21
K'Tyll,Vulcan,1,7.4,56,SNW,0.21
K'Vort,Klingon,1,7.52,53,DIS,0.21
Ruth Bonaventure,Human,1,7.13,71,TOS,0.21
Burt Ryan,Human,1,8.08,42,DS9,0.21
Kay Eaton,Human,1,8.08,42,DS9,0.21
Benton,Human,1,7.13,71,TOS,0.21
Albert Macklin,Human,1,8.08,42,DS9,0.21
Miri,Unknown,1,7.47,54,TOS,0.21
Michael Williams,Human,1,7.69,46,TNG,0.21
Elias Sandoval,Human,1,7.64,48,TOS,0.21
Sergey Rozhenko,Human,1,7.65,49,TNG,0.21
Zier,Bolian,1,7.4,56,SNW,0.21
Louise,Unknown,1,7.47,54,TOS,0.21
Louis,Human,1,7.65,49,TNG,0.21
J'Dan,Klingon,1,7.72,47,TNG,0.21
Magda Kovacs,Human,1,7.13,71,TOS,0.21
Marlena Moreau,Human,1,7.76,45,TOS,0.21
Marie Picard,Human,1,7.65,49,TNG,0.21
Farrell,Human,1,7.76,45,TOS,0.21
V'Sal,Bolian,1,7.5,43,TNG,0.2
Anton Karidian,Unknown,1,7.39,52,TOS,0.2
Zegov,Klingon,1,7.45,44,TNG,0.2
Margaret Blackwell,Human,1,7.68,38,TNG,0.2
Malko,Trill,1,8.24,33,DS9,0.2
Jabez Wilson,Human,1,7.48,49,TNG,0.2
Travers,Unknown,1,7.29,48,TOS,0.2
Torres,Human,1,6.57,79,TNG,0.2
Mark Piper,Human,1,6.76,66,TOS,0.2
Kargan,Klingon,1,7.45,44,TNG,0.2
Sirol,Romulan,1,7.68,38,TNG,0.2
Edouard,Human,1,7.33,48,TNG,0.2
F8,Unknown,1,6.77,63,PIC,0.2
F7,Unknown,1,6.77,63,PIC,0.2
F5,Unknown,1,6.77,63,PIC,0.2
Smith,Human,1,6.76,66,TOS,0.2
Kaybok,Klingon,1,8.24,33,DS9,0.2
Bri'onn Raul,Orion,1,7.25,51,PIC,0.2
Buckley,Unknown,1,7.46,51,SNW,0.2
Sar 6,Eminian,1,7.34,47,TOS,0.2
Selok,Romulan,1,7.5,43,TNG,0.2
Harold,Human,1,7.29,48,TOS,0.2
Schmitter,Human,1,7.41,45,TOS,0.2
Karl,Human,1,7.34,55,TOS,0.2
Liko,Mintakan,1,7.34,49,TNG,0.2
Ed Appel,Human,1,7.41,45,TOS,0.2
Francine,Human,1,7.33,48,TNG,0.2
Lestrade,Human,1,7.48,49,TNG,0.2
Lethe,Human,1,7.34,55,TOS,0.2
Keith Craig,Human,1,7.77,38,TNG,0.2
Terry,Human,1,7.77,38,TNG,0.2
Sally Whitley,Human,1,7.25,51,PIC,0.2
Nancy Crater,Unknown,1,7.1,55,TOS,0.2
Drex,Klingon,1,8.24,33,DS9,0.2
Jon Daily,Unknown,1,7.39,52,TOS,0.2
Sturgeon,Human,1,7.1,55,TOS,0.2
Elizabeth Dehner,Unknown,1,6.76,66,TOS,0.2
Hali,Mintakan,1,7.34,49,TNG,0.2
Spoeneman,Unknown,1,7.21,52,DIS,0.2
Simon Van Gelder,Human,1,7.34,55,TOS,0.2
Jacob,Human,1,7.23,49,DIS,0.2
Sakkath,Vulcan,1,7.54,42,TNG,0.2
Alice Gavin,Unknown,1,7.46,51,SNW,0.2
Shanthi,Human,1,7.77,38,TNG,0.2
Elaan,Elasian,1,7.68,43,TOS,0.2
Locklin,Human,1,7.56,43,TNG,0.2
Alfredo Juarez,Human,1,7.5,43,TNG,0.2
Alden,Human,1,6.76,66,TOS,0.2
Mea 3,Eminian,1,7.34,47,TOS,0.2
Maxwell Nagata,Human,1,7.25,51,PIC,0.2
Mendon,Benzite,1,7.45,44,TNG,0.2
Mother Horta,Horta,1,7.41,45,TOS,0.2
Frederick La Rouque,Human,1,7.56,41,TNG,0.2
Lenore Karidian,Human,1,7.39,52,TOS,0.2
Mendak,Romulan,1,7.5,43,TNG,0.2
Yari,Mintakan,1,7.34,49,TNG,0.2
Darnell,Human,1,7.1,55,TOS,0.2
Kulge,Klingon,1,7.77,38,TNG,0.2
Tristan Adams,Human,1,7.34,55,TOS,0.2
Thomas Leighton,Human,1,7.39,52,TOS,0.2
Gary Mitchell,Unknown,1,6.76,66,TOS,0.2
Paki,Mintakan,1,7.34,49,TNG,0.2
Barron,Human,1,7.34,49,TNG,0.2
Oriana,Human,1,7.46,51,SNW,0.2
Petri,Troyian,1,7.68,43,TOS,0.2
Pincus,Human,1,6.77,63,PIC,0.2
Zorn,Bandi,1,6.57,79,TNG,0.2
Anan 7,Eminian,1,7.34,47,TOS,0.2
Vanderberg,Human,1,7.41,45,TOS,0.2
Evans,Human,1,7.68,43,TOS,0.2
Amesha,Human,1,7.23,49,DIS,0.2
Paul Manheim,Human,1,7.33,48,TNG,0.2
Johnny,Human,1,7.56,43,TNG,0.2
Huraga,Klingon,1,8.24,33,DS9,0.2
Kryton,Elasian,1,7.68,43,TOS,0.2
Barlow,Unknown,1,7.47,51,DIS,0.2
Joe Falling Hawk,Human,1,7.56,41,TNG,0.2
Barnhart,Human,1,7.1,55,TOS,0.2
Jenice Manheim,Human,1,7.33,48,TNG,0.2
Tamura,Human,1,7.34,47,TOS,0.2
Erik Pressman,Human,1,7.68,38,TNG,0.2
Fento,Mintakan,1,7.34,49,TNG,0.2
Mary Warren,Human,1,7.34,49,TNG,0.2
Martha Leighton,Human,1,7.39,52,TOS,0.2
Lance,Human,1,7.11,56,SNW,0.2
Oji,Mintakan,1,7.34,49,TNG,0.2
O'Herlihy,Human,1,7.29,48,TOS,0.2
Christopher Hobson,Human,1,7.77,38,TNG,0.2
Larry Matson,Human,1,7.39,52,TOS,0.2
Lane,Human,1,7.56,41,TNG,0.2
Dean,Human,1,7.33,48,TNG,0.2
Watson,Human,1,7.68,43,TOS,0.2
Regina Barthalomew,Human,1,7.84,41,TNG,0.2
Rhomsew,Unknown,1,6.77,63,PIC,0.2
Chia,Human,1,7.46,51,SNW,0.2
Probasco,Human,1,7.11,56,SNW,0.2
Juarez,Human,1,7.5,43,TNG,0.2
Juarez baby,Human,1,7.5,43,TNG,0.2
Helen Noel,Human,1,7.34,55,TOS,0.2
Vekma,Klingon,1,7.45,44,TNG,0.2
Robert Fox,Human,1,7.34,47,TOS,0.2
Green,Human,1,7.1,55,TOS,0.2
Kabath,Romulan,1,6.77,63,PIC,0.2
Kahlest,Klingon,1,7.64,42,TNG,0.2
Robert Crater,Human,1,7.1,55,TOS,0.2
Lee Kelso,Human,1,6.76,66,TOS,0.2
Roberts,Human,1,7.41,45,TOS,0.2
Nuria,Mintakan,1,7.34,49,TNG,0.2
Ki Mendrossen,Human,1,7.54,42,TNG,0.2
Naáshala Kunamadéstifee,Trill,1,6.77,63,PIC,0.2
Gabrielle,Human,1,7.33,48,TNG,0.2
Klag,Klingon,1,7.45,44,TNG,0.2
Giotto,Human,1,7.41,45,TOS,0.2
Nevala,Romulan,1,8.1,29,VOY,0.19
Nar,Overlooker,1,7.92,31,VOY,0.19
Ruk,Unknown,1,6.96,49,TOS,0.19
Tessa Omond,Human,1,8.02,29,VOY,0.19
Atoz,Sarpeidon native,1,7.44,38,TOS,0.19
Kevin Uxbridge,Unknown,1,7.13,46,TNG,0.19
Kloog,Unknown,1,7.13,43,TOS,0.19
Varel,Romulan,1,7.57,39,TNG,0.19
Letek,Ferengi,1,6.97,51,TNG,0.19
Moore,Human,1,7.06,51,ENT,0.19
Tos,Vulcan,1,7.06,51,ENT,0.19
Emergency Medical Android,Unknown,1,8.13,29,VOY,0.19
McNary,Human,1,6.97,46,TNG,0.19
McDowell,Human,1,7.57,39,TNG,0.19
Loskene,Tholian,1,7.4,38,TOS,0.19
Toddman,Human,1,8.15,29,DS9,0.19
Mordoc,Ferengi,1,6.97,51,TNG,0.19
Mirok,Romulan,1,7.57,39,TNG,0.19
Brossmer,Human,1,7.57,39,TNG,0.19
Brower,Human,1,7.3,39,TNG,0.19
Brown,Human,1,6.96,49,TOS,0.19
Spot 73,Unknown,1,7.3,45,PIC,0.19
Jana Haines,Human,1,7.13,43,TOS,0.19
Henry Archer,Human,1,7.06,51,ENT,0.19
Suna,Tilonian,1,7.5,38,TNG,0.19
Benjamin Maxwell,Human,1,7.48,41,TNG,0.19
Amarie,Unknown,1,7.61,39,TNG,0.19
Kati,Human,1,7.2,45,TOS,0.19
Carlos,Human,1,7.06,51,ENT,0.19
Sarin,Suliban,1,7.06,51,ENT,0.19
Tom Nellis,Human,1,7.0,52,TOS,0.19
Brackett,Human,1,7.5,39,TNG,0.19
Ekoor,Cardassian,1,8.19,29,DS9,0.19
Loth,Unknown,1,7.92,31,VOY,0.19
Mirasta Yale,Malcorian,1,7.41,41,TNG,0.19
Zilah,Human,1,7.3,45,PIC,0.19
Zani,Romulan,1,6.71,53,PIC,0.19
Zarabeth,Sarpeidon native,1,7.44,38,TOS,0.19
Felix Leech,Human,1,6.97,46,TNG,0.19
Harper,Human,1,7.29,39,TOS,0.19
Fran,Human,1,6.74,55,SNW,0.19
Shai,Romulan,1,6.71,53,PIC,0.19
Ithyk,Andorian,1,6.83,53,DIS,0.19
Zet,Overlooker,1,7.92,31,VOY,0.19
335,Unknown,1,7.3,45,PIC,0.19
Ithor,Orion,1,6.83,53,DIS,0.19
V'Latak,Vulcan,1,6.85,55,DIS,0.19
Marla McGivers,Human,1,7.2,45,TOS,0.19
Angel,Unknown,1,6.74,55,SNW,0.19
Lovok,Changeling,1,8.15,29,DS9,0.19
Skantal,Romulan,1,6.71,53,PIC,0.19
Kayron,Ferengi,1,6.97,51,TNG,0.19
Spinelli,Human,1,7.2,45,TOS,0.19
Bidran,Romulan,1,6.71,53,PIC,0.19
Berel,Malcorian,1,7.41,41,TNG,0.19
Shahna,Unknown,1,7.13,43,TOS,0.19
Sybok,Vulcan,1,6.74,55,SNW,0.19
Omag,Ferengi,1,7.61,39,TNG,0.19
Nu'Daq,Klingon,1,7.41,38,TNG,0.19
Tarr,Ferengi,1,6.97,51,TNG,0.19
Tava,Malcorian,1,7.41,41,TNG,0.19
Grek,Tellarite,1,6.96,53,DIS,0.19
Charles Evans,Human,1,7.0,52,TOS,0.19
Piper,Unknown,1,6.86,49,TOS,0.19
Pola,Vulcan,1,6.97,51,TNG,0.19
Portal 63,Unknown,1,6.97,51,TNG,0.19
Otto,Human,1,7.2,45,TOS,0.19
Lanel,Malcorian,1,7.41,41,TNG,0.19
Ramart,Human,1,7.0,52,TOS,0.19
Whalen,Human,1,6.97,46,TNG,0.19
Lars,Unknown,1,7.13,43,TOS,0.19
Provider 2,Provider,1,7.13,43,TOS,0.19
Provider 1,Provider,1,7.13,43,TOS,0.19
Quarren,Kyrian,1,8.13,29,VOY,0.19
Galen,Human,1,7.41,38,TNG,0.19
Rekar,Romulan,1,8.1,29,VOY,0.19
Remy,Orion,1,6.74,55,SNW,0.19
Rayburn,Human,1,6.96,49,TOS,0.19
Richard Daystrom,Human,1,7.29,39,TOS,0.19
Gamal,Majalan,1,7.08,51,SNW,0.19
Galt,Unknown,1,7.13,43,TOS,0.19
Ocett,Cardassian,1,7.41,38,TNG,0.19
O'Neil,Human,1,7.4,38,TOS,0.19
Nilrem,Malcorian,1,7.41,41,TNG,0.19
Klaang,Klingon,1,7.06,51,ENT,0.19
Klim Dokachin,Zakdorn,1,7.5,39,TNG,0.19
Khan Noonien Singh,Human,1,7.2,45,TOS,0.19
Roger Korby,Human,1,6.96,49,TOS,0.19
Telle,Cardassian,1,7.48,41,TNG,0.19
Tedran,Kyrian,1,8.13,29,VOY,0.19
Jessica Bradley,Human,1,6.97,46,TNG,0.19
Tenqem Adrev,Romulan,1,6.71,53,PIC,0.19
Rishon Uxbridge,Human,1,7.13,46,TNG,0.19
M-5 multitronic unit,Unknown,1,7.29,39,TOS,0.19
Tabris,Kyrian,1,8.13,29,VOY,0.19
B'iJik,Klingon,1,7.5,39,TNG,0.19
Tina Lawton,Human,1,7.0,52,TOS,0.19
Parem,Romulan,1,7.57,39,TNG,0.19
Almak,Unknown,1,8.1,29,VOY,0.19
Dan Bell,Human,1,6.97,46,TNG,0.19
Provider 3,Provider,1,7.13,43,TOS,0.19
Daro,Cardassian,1,7.48,41,TNG,0.19
Daniel Leonard,Human,1,7.06,51,ENT,0.19
Dave Bailey,Human,1,6.61,61,TOS,0.19
Macet,Cardassian,1,7.48,41,TNG,0.19
Enwright,Unknown,1,7.29,39,TOS,0.19
Mathews,Human,1,6.96,49,TOS,0.19
Emily Bosch,Human,1,7.23,48,PIC,0.19
Emmanuel,Human,1,8.04,29,VOY,0.19
Cosmo Traitt,Betelgeusian,1,6.83,53,DIS,0.19
Syrus,Tilonian,1,7.5,38,TNG,0.19
Krola,Malcorian,1,7.41,41,TNG,0.19
Humbolt,Human,1,6.86,49,TOS,0.19
Balok,Balok's species,1,6.61,61,TOS,0.19
Ian,Unknown,1,7.11,46,PIC,0.19
Tamoon,Unknown,1,7.13,43,TOS,0.19
Avel Durken,Malcorian,1,7.41,41,TNG,0.19
Joaquin,Human,1,7.2,45,TOS,0.19
Dalen Quaice,Human,1,7.24,43,TNG,0.19
Alonzo Vandermeer,Human,1,7.11,46,PIC,0.19
Alora,Majalan,1,7.08,51,SNW,0.19
Cyrus Redblock,Human,1,6.97,46,TNG,0.19
D'Tan,Romulan,1,7.61,39,TNG,0.19
Daleth,Vaskan,1,8.13,29,VOY,0.19
Evan Connolly,Human,1,6.96,53,DIS,0.19
Andrea,Unknown,1,6.96,49,TOS,0.19
Anaya,Human,1,7.3,39,TNG,0.19
Zahra,Human,1,7.01,41,TOS,0.18
Fellini,Human,1,6.71,43,TOS,0.18
M'ret,Romulan,1,7.25,36,TNG,0.18
Maggie,Human,1,7.74,27,ENT,0.18
Adya,Human,1,6.09,71,SNW,0.18
Z'ymira,Human,1,6.09,71,SNW,0.18
Zabo,Iotian,1,6.94,37,TOS,0.18
Aaron,Human,1,6.96,43,TNG,0.18
Kras,Klingon,1,6.88,41,TOS,0.18
Cromwell,Human,1,6.97,42,TOS,0.18
Daggin,Ocampa,1,6.89,46,VOY,0.18
Gerald Moss,Human,1,7.81,25,VOY,0.18
Three of Five,Borg,1,7.85,25,VOY,0.18
Thalia,Human,1,6.09,71,SNW,0.18
Garvin,Barkonian,1,7.15,34,TNG,0.18
Gary Seven,Human,1,6.97,42,TOS,0.18
Gene,Unknown,1,6.79,42,DIS,0.18
Yak'Talon,Jem'Hadar,1,7.75,26,DS9,0.18
Pollux,Human,1,6.09,71,SNW,0.18
Pomet,Pomet's species,1,7.24,36,TNG,0.18
Ariana,Tarellian,1,6.78,45,TNG,0.18
Ariel,Angel I native,1,6.95,45,TNG,0.18
Ornithar,Karemma,1,7.69,26,DS9,0.18
Orton,Arkarian,1,7.24,36,TNG,0.18
Os'ir,Coridanite,1,6.79,42,DIS,0.18
